,level,Passed,Department,Ann.Supp,Year,Gender
1126,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOFTWARE ENGINEERING.csv,annual,2014,M
1127,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOFTWARE ENGINEERING.csv,annual,2014,M
1128,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOFTWARE ENGINEERING.csv,annual,2014,M
1129,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOFTWARE ENGINEERING.csv,annual,2014,M
1130,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOFTWARE ENGINEERING.csv,annual,2014,M
1131,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOFTWARE ENGINEERING.csv,annual,2014,M
1136,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOFTWARE ENGINEERING.csv,supply,2014,M
1137,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOFTWARE ENGINEERING.csv,supply,2014,M
1138,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOFTWARE ENGINEERING.csv,supply,2014,M
1139,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOFTWARE ENGINEERING.csv,supply,2014,M
1140,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOFTWARE ENGINEERING.csv,supply,2014,M
1141,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOFTWARE ENGINEERING.csv,supply,2014,M
1142,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOFTWARE ENGINEERING.csv,supply,2014,M
1143,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SOFTWARE ENGINEERING.csv,supply,2014,M
1145,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/STATISTICS.csv,annual,2014,M
1146,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/STATISTICS.csv,annual,2014,M
1147,16 Years of Edu. ,22,MAIN-CAMPUS-DEPARTMENT-WISE/STATISTICS.csv,annual,2014,M
1148,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/STATISTICS.csv,annual,2014,M
1149,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/STATISTICS.csv,annual,2014,M
1150,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/STATISTICS.csv,annual,2014,M
1151,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/STATISTICS.csv,annual,2014,M
1152,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/STATISTICS.csv,annual,2014,M
1153,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/STATISTICS.csv,annual,2014,M
1158,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/STATISTICS.csv,supply,2014,M
1159,16 Years of Edu. ,3,MAIN-CAMPUS-DEPARTMENT-WISE/STATISTICS.csv,supply,2014,M
1160,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/STATISTICS.csv,supply,2014,M
1161,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/STATISTICS.csv,supply,2014,M
1162,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/STATISTICS.csv,supply,2014,M
1163,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/STATISTICS.csv,supply,2014,M
1164,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/STATISTICS.csv,supply,2014,M
1165,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/STATISTICS.csv,supply,2014,M
1167,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SUKKUR INSTITUTE OF SCIENCE & TECHNOLOGY.csv,annual,2014,M
1168,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SUKKUR INSTITUTE OF SCIENCE & TECHNOLOGY.csv,annual,2014,M
1169,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SUKKUR INSTITUTE OF SCIENCE & TECHNOLOGY.csv,annual,2014,M
1170,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SUKKUR INSTITUTE OF SCIENCE & TECHNOLOGY.csv,annual,2014,M
1171,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SUKKUR INSTITUTE OF SCIENCE & TECHNOLOGY.csv,annual,2014,M
1172,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SUKKUR INSTITUTE OF SCIENCE & TECHNOLOGY.csv,annual,2014,M
1173,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SUKKUR INSTITUTE OF SCIENCE & TECHNOLOGY.csv,annual,2014,M
1174,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SUKKUR INSTITUTE OF SCIENCE & TECHNOLOGY.csv,annual,2014,M
1175,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SUKKUR INSTITUTE OF SCIENCE & TECHNOLOGY.csv,annual,2014,M
1180,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SUKKUR INSTITUTE OF SCIENCE & TECHNOLOGY.csv,supply,2014,M
1181,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SUKKUR INSTITUTE OF SCIENCE & TECHNOLOGY.csv,supply,2014,M
1182,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SUKKUR INSTITUTE OF SCIENCE & TECHNOLOGY.csv,supply,2014,M
1183,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SUKKUR INSTITUTE OF SCIENCE & TECHNOLOGY.csv,supply,2014,M
1184,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SUKKUR INSTITUTE OF SCIENCE & TECHNOLOGY.csv,supply,2014,M
1185,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SUKKUR INSTITUTE OF SCIENCE & TECHNOLOGY.csv,supply,2014,M
1186,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SUKKUR INSTITUTE OF SCIENCE & TECHNOLOGY.csv,supply,2014,M
1187,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/SUKKUR INSTITUTE OF SCIENCE & TECHNOLOGY.csv,supply,2014,M
1189,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELECOMMUNICATION.csv,annual,2014,M
1190,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELECOMMUNICATION.csv,annual,2014,M
1191,16 Years of Edu. ,31,MAIN-CAMPUS-DEPARTMENT-WISE/TELECOMMUNICATION.csv,annual,2014,M
1192,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELECOMMUNICATION.csv,annual,2014,M
1193,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELECOMMUNICATION.csv,annual,2014,M
1194,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELECOMMUNICATION.csv,annual,2014,M
1195,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELECOMMUNICATION.csv,annual,2014,M
1196,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELECOMMUNICATION.csv,annual,2014,M
1197,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELECOMMUNICATION.csv,annual,2014,M
1202,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELECOMMUNICATION.csv,supply,2014,M
1203,16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/TELECOMMUNICATION.csv,supply,2014,M
1204,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELECOMMUNICATION.csv,supply,2014,M
1205,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELECOMMUNICATION.csv,supply,2014,M
1206,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELECOMMUNICATION.csv,supply,2014,M
1207,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELECOMMUNICATION.csv,supply,2014,M
1208,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELECOMMUNICATION.csv,supply,2014,M
1209,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELECOMMUNICATION.csv,supply,2014,M
1211,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELEMEDICINE & E-HEALTH.csv,annual,2014,M
1212,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELEMEDICINE & E-HEALTH.csv,annual,2014,M
1213,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELEMEDICINE & E-HEALTH.csv,annual,2014,M
1214,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELEMEDICINE & E-HEALTH.csv,annual,2014,M
1215,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELEMEDICINE & E-HEALTH.csv,annual,2014,M
1216,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELEMEDICINE & E-HEALTH.csv,annual,2014,M
1217,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELEMEDICINE & E-HEALTH.csv,annual,2014,M
1218,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELEMEDICINE & E-HEALTH.csv,annual,2014,M
1219,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELEMEDICINE & E-HEALTH.csv,annual,2014,M
1224,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELEMEDICINE & E-HEALTH.csv,supply,2014,M
1225,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELEMEDICINE & E-HEALTH.csv,supply,2014,M
1226,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELEMEDICINE & E-HEALTH.csv,supply,2014,M
1227,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELEMEDICINE & E-HEALTH.csv,supply,2014,M
1228,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELEMEDICINE & E-HEALTH.csv,supply,2014,M
1229,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELEMEDICINE & E-HEALTH.csv,supply,2014,M
1230,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELEMEDICINE & E-HEALTH.csv,supply,2014,M
1231,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/TELEMEDICINE & E-HEALTH.csv,supply,2014,M
1233,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,annual,2014,M
1234,15 Years of Edu. ,7,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,annual,2014,M
1235,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,annual,2014,M
1236,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,annual,2014,M
1237,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,annual,2014,M
1238,Master (Hons) 16+ Years of Edu. ,4,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,annual,2014,M
1239,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,annual,2014,M
1240,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,annual,2014,M
1241,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,annual,2014,M
1246,15 Years of Edu. ,4,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,supply,2014,M
1247,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,supply,2014,M
1248,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,supply,2014,M
1249,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,supply,2014,M
1250,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,supply,2014,M
1251,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,supply,2014,M
1252,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,supply,2014,M
1253,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,supply,2014,M
1255,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,annual,2014,M
1256,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,annual,2014,M
1257,16 Years of Edu. ,19,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,annual,2014,M
1258,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,annual,2014,M
1259,Master 16 Years of Edu. ,18,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,annual,2014,M
1260,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,annual,2014,M
1261,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,annual,2014,M
1262,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,annual,2014,M
1263,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,annual,2014,M
1268,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,supply,2014,M
1269,16 Years of Edu. ,3,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,supply,2014,M
1270,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,supply,2014,M
1271,Master 16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,supply,2014,M
1272,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,supply,2014,M
1273,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,supply,2014,M
1274,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,supply,2014,M
1275,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,supply,2014,M
1277,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,annual,2013,M
1278,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,annual,2013,M
1279,16 Years of Edu. ,25,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,annual,2013,M
1280,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,annual,2013,M
1281,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,annual,2013,M
1282,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,annual,2013,M
1283,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,annual,2013,M
1284,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,annual,2013,M
1285,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,annual,2013,M
1290,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,supply,2013,M
1291,16 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,supply,2013,M
1292,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,supply,2013,M
1293,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,supply,2013,M
1294,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,supply,2013,M
1295,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,supply,2013,M
1296,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,supply,2013,M
1297,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,supply,2013,M
1299,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,annual,2013,M
1300,15 Years of Edu. ,4,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,annual,2013,M
1301,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,annual,2013,M
1302,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,annual,2013,M
1303,Master 16 Years of Edu. ,6,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,annual,2013,M
1304,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,annual,2013,M
1305,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,annual,2013,M
1306,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,annual,2013,M
1307,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,annual,2013,M
1312,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,supply,2013,M
1313,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,supply,2013,M
1314,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,supply,2013,M
1315,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,supply,2013,M
1316,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,supply,2013,M
1317,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,supply,2013,M
1318,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,supply,2013,M
1319,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,supply,2013,M
1321,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,annual,2013,M
1322,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,annual,2013,M
1323,16 Years of Edu. ,3,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,annual,2013,M
1324,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,annual,2013,M
1325,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,annual,2013,M
1326,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,annual,2013,M
1327,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,annual,2013,M
1328,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,annual,2013,M
1329,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,annual,2013,M
1334,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,supply,2013,M
1335,16 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,supply,2013,M
1336,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,supply,2013,M
1337,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,supply,2013,M
1338,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,supply,2013,M
1339,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,supply,2013,M
1340,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,supply,2013,M
1341,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,supply,2013,M
1343,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,annual,2013,M
1344,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,annual,2013,M
1345,16 Years of Edu. ,10,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,annual,2013,M
1346,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,annual,2013,M
1347,Master 16 Years of Edu. ,3,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,annual,2013,M
1348,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,annual,2013,M
1349,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,annual,2013,M
1350,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,annual,2013,M
1351,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,annual,2013,M
1356,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,supply,2013,M
1357,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,supply,2013,M
1358,16 Years of Edu. ,8,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,supply,2013,M
1359,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,supply,2013,M
1360,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,supply,2013,M
1361,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,supply,2013,M
1362,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,supply,2013,M
1363,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,supply,2013,M
1364,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,supply,2013,M
1365,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,annual,2013,M
1366,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,annual,2013,M
1367,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,annual,2013,M
1368,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,annual,2013,M
1369,Master 16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,annual,2013,M
1370,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,annual,2013,M
1371,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,annual,2013,M
1372,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,annual,2013,M
1373,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,annual,2013,M
1378,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,supply,2013,M
1379,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,supply,2013,M
1380,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,supply,2013,M
1381,Master 16 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,supply,2013,M
1382,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,supply,2013,M
1383,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,supply,2013,M
1384,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,supply,2013,M
1385,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,supply,2013,M
1387,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,annual,2013,M
1388,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,annual,2013,M
1389,16 Years of Edu. ,8,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,annual,2013,M
1390,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,annual,2013,M
1391,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,annual,2013,M
1392,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,annual,2013,M
1393,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,annual,2013,M
1394,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,annual,2013,M
1395,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,annual,2013,M
1400,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,supply,2013,M
1401,16 Years of Edu. ,7,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,supply,2013,M
1402,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,supply,2013,M
