Depart
BS International Relations
M.A International Relations
BS General History
M.A General History
M.A Media communicatin
BS Media communicatin
M.Phil Media communicatin
M.Phil Psychology
BS Psychology
M.A Psychology
B.Ed Elementary 
M.Ed Distance Education
"M,Phil Educatoin"
M.A Education
M.Ed Education
Ph.D Education
B.Ed Early Childhood Education
B.Ed Distance Education
B.Ed Secondary
M.Sc. Zoology
M.Phil Zoology
BS Zoology
Ph.D Zoology
LLM
LLB
M.Phil Development Studies
M.Sc. Woment Developmetn Studies
BS Rural Developmetn
M.Sc. Development Studies
Ph.D Development Studies
M.Sc. Rural Developmetn
BS Gender Studies
M.Sc. Home Economics
BS Software Engineering
M.Sc. Biotechnology
BS Telecommunication
M.A Muslim History 
BS Information Technology
M.Sc. Physiology
M.Phil Physiology
BS Electronics
Masters Information Technology
Ph.D Physiology
BS Biotechnology
M.Phil Biotechnology
Ph.D Genetic Engineering
BS Physiology
BS Genetic Engineering
M.Phil Genetic Engineering
Ph.D Biotechnology
Ph.D Information Technology
Doctor of Pharmacy
BS Public Administration
M.S Public Adminstration
Ph.D Public Adminstration
M.A Public Adminstration
M.Phil Public Adminstration
Ph.D Environmental Science
BS Library Information Sciene & Archieve Studies
BS Environmental Science
M.Sc. Environmental Science
M.S Commerce
M.Phil Environmental Science
Ph.D Political Science
M.Phil Commerce
M.A Political Science
M.Phil Political Science
BS Commerce
Ph.D Commerce
BS Political Science
M.A Commerce
M.Sc. Statistics
M.Phil Statistics
BS Economics
BS Statistics
M.Sc.Actuarial Sciences
M.A Sociology
M.Phil Sociology
BBA
M.Phil in Business Administration
Ph.D Economics
M.Phil Economics
Ph.D Sociology
M.A Economics
B.A Philosophy
BS Geology
M.A (Pass) Philosophy
MBA 4 Years
MBA (Even)
Ph.D Business Administratoin
M.A (Hons) Philosophy
M.Phil Geology
Ph.D Geology
BS Sociology
Diploma in Nutrition & Food Technology
M.Phil Biochemistry
Ph.D Nutrition & Food Technology
M.Sc. Biochemistry
M.A English Linguistics
M.Phil Physics
B.A Persian 
Ph.D Biochemistry
BS Biochemistry
BS Physics
M.Phil English Lterature
BS Muslim History
M.Phil Nutrition & Food Technology
M.Sc. Physics
M.Phil Microbiology
M.Sc. Botany
Ph.D English Literature
M.A Persian
M..A Arabic
BS Geography
Ph.D Arabic
BS English Literature
M.A English Liteature 
M.Phil English Linguistic
Ph.D Microbiology
BS Forestry
M.Sc. Geography
Ph.D English Linguistic
B.A Arabic
BS Microbiology
Ph.D Botany
M.Phil Arabic
BS Botany
BS Comparative Relegion
M.Phil Islamic Culture
BS Anthropology & Archeology 
BS Islamic Culture
M.A Islamic Culture
Ph.D Islamic Culture
M.Phil Botany
M.A Comparative Relegion
M.Sc. Organic Chemistry
M.Phil Organic Chemistry
BS Physical  Chemistry
Ph.D Orrganic Chemistry
M.Sc. Inorganic Chemistry
M.Sc Physical  Chemistry
Ph.D Physics
Ph.D Analytical  Chemistry
M.Phil Urdu
Ph.D Urdu
BS Organic Chemistry
M.Phil Physical Chemistry
Ph.D Sindhi
M.Phil Inorganic Chemistry
Ph.D Inorganic Chemistry
BS Sindhi
M.A Urdu
BS Analytical Chemistry
M.Sc.Analytical Chemistry
M.Phil Analytical  Chemistry
M.Phil Electronics
BS Inorganic Chemistry
M.A Sindhi
Ph.D Physical Chemistry
M.Phil Sindhi
BS Urdu
M.Phil Information Technology
M.Phil Software Engineering
M.Phil Telecommunication
